Year,Region,gruppe.beschaeftigt,Value
2009.0,Enzkreis,Rel. Schulabbrecherquote von Ausländern/-innen,178.3
2010.0,Enzkreis,Rel. Schulabbrecherquote von Ausländern/-innen,356.2
2011.0,Enzkreis,Rel. Schulabbrecherquote von Ausländern/-innen,277.0
2012.0,Enzkreis,Rel. Schulabbrecherquote von Ausländern/-innen,312.6
2013.0,Enzkreis,Rel. Schulabbrecherquote von Ausländern/-innen,197.3
2014.0,Enzkreis,Rel. Schulabbrecherquote von Ausländern/-innen,236.3
2015.0,Enzkreis,Rel. Schulabbrecherquote von Ausländern/-innen,223.5
2016.0,Enzkreis,Rel. Schulabbrecherquote von Ausländern/-innen,269.2
2017.0,Enzkreis,Rel. Schulabbrecherquote von Ausländern/-innen,395.4
2018.0,Enzkreis,Rel. Schulabbrecherquote von Ausländern/-innen,408.5
2019.0,Enzkreis,Rel. Schulabbrecherquote von Ausländern/-innen,320.7
2020.0,Enzkreis,Rel. Schulabbrecherquote von Ausländern/-innen,302.5
2009.0,Land BW,Rel. Schulabbrecherquote von Ausländern/-innen,237.2
2010.0,Land BW,Rel. Schulabbrecherquote von Ausländern/-innen,230.1
2011.0,Land BW,Rel. Schulabbrecherquote von Ausländern/-innen,232.9
2012.0,Land BW,Rel. Schulabbrecherquote von Ausländern/-innen,283.9
2013.0,Land BW,Rel. Schulabbrecherquote von Ausländern/-innen,220.6
2014.0,Land BW,Rel. Schulabbrecherquote von Ausländern/-innen,223.1
2015.0,Land BW,Rel. Schulabbrecherquote von Ausländern/-innen,208.8
2016.0,Land BW,Rel. Schulabbrecherquote von Ausländern/-innen,238.8
2017.0,Land BW,Rel. Schulabbrecherquote von Ausländern/-innen,304.6
2018.0,Land BW,Rel. Schulabbrecherquote von Ausländern/-innen,387.4
2019.0,Land BW,Rel. Schulabbrecherquote von Ausländern/-innen,367.2
2020.0,Land BW,Rel. Schulabbrecherquote von Ausländern/-innen,399.4
,,,
